day,level_type,level,gex,bar_time,touch_px,approach,appr_delta,appr_range,absorbing,divergence,imb_with,imb_against,touch_delta,touch_min_delta,touch_max_delta,delta_rate,unf_auction,sess_poc,hvn_at_level,poc_just_below,ret_5m,ret_15m,ret_30m,ret_60m,mfe_fade,mae_fade,held
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 09:16:44,7582.5,from_above,556,-5.75,False,False,8,1,-912,-920,1,-894.12,False,7600.25,False,False,5.5,17.5,5.25,9.0,21.25,9.0,False
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 09:16:54,7584.5,from_above,-1606,-19.75,False,False,1,1,54,-56,89,12.86,True,7600.25,False,False,3.5,13.5,3.25,7.0,19.25,9.25,False
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 09:17:40,7585.25,from_below,-1406,-1.75,False,True,1,1,76,-24,129,5.79,False,7600.25,False,False,3.5,12.0,2.5,6.75,4.5,18.5,False
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 09:21:36,7588.0,from_above,732,6.5,False,False,1,0,-59,-156,25,-2.47,False,7600.25,False,False,11.25,4.25,2.5,5.25,15.75,1.5,True
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 09:42:10,7586.75,from_above,-1137,-6.75,False,False,1,0,-413,-464,3,-11.76,True,7599.25,False,False,1.0,5.75,6.0,3.0,9.0,6.0,False
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 09:52:48,7588.25,from_above,542,0.25,False,False,1,0,-52,-104,66,-0.85,True,7599.25,False,False,6.25,5.5,6.75,-2.75,13.5,2.0,True
2026-07-13,hvl0,7585.0,-720074.805555527,2026-07-13 10:48:49,7588.0,from_above,-348,-4.25,False,False,1,1,84,-63,161,1.06,False,7599.25,False,False,-2.25,-3.25,-9.75,-16.75,0.25,7.5,False
2026-07-13,gex_1,7550.0,3341697.5398531533,2026-07-13 14:38:35,7552.5,from_above,-438,-4.0,False,False,1,0,-216,-461,132,-12.18,True,7570.0,False,False,8.5,12.75,9.25,7.0,14.0,0.25,True
2026-07-13,gex_3,7610.0,2969047.134248901,2026-07-13 08:32:19,7608.5,from_below,1430,11.25,False,False,1,1,92,-33,141,4.7,False,7602.5,False,False,-5.75,-9.0,-6.25,-10.5,14.75,0.25,True
2026-07-13,gex_3,7610.0,2969047.134248901,2026-07-13 09:00:01,7609.75,from_below,1480,10.25,False,False,2,1,384,0,398,19.15,False,7600.25,False,False,-10.25,-6.5,-7.25,-8.75,16.25,0.5,True
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 08:31:10,7569.75,from_above,718,-1.75,False,True,5,0,-310,-322,0,-17.78,True,7573.75,False,False,0.25,17.0,9.25,7.25,18.5,5.5,False
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 08:35:40,7566.75,from_below,48,-3.25,False,False,0,0,38,-16,93,1.31,False,7568.0,True,True,13.0,15.0,4.75,24.25,0.5,21.5,False
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 09:04:22,7571.75,from_above,0,-9.0,False,False,3,0,-240,-240,8,-4.79,True,7580.5,False,False,-1.25,-3.25,22.0,22.0,5.5,15.25,False
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 09:19:09,7568.5,from_below,936,-0.25,True,False,3,0,421,-28,421,12.49,True,7580.5,False,False,7.0,18.75,9.5,20.0,0.5,18.75,False
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 09:24:16,7570.0,from_above,2187,9.75,False,False,4,3,-264,-264,70,-5.54,False,7580.5,True,False,8.5,19.75,16.75,25.75,33.75,0.0,True
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 11:03:10,7571.5,from_above,-956,-8.25,False,False,2,2,-90,-137,98,-1.66,True,7581.0,False,False,3.5,1.5,6.0,19.25,5.5,1.5,True
2026-07-14,hvl+hvl0,7570.0,-1058247.2475741073,2026-07-14 11:10:06,7570.75,from_above,-1178,0.5,True,False,1,1,4,-70,120,0.05,False,7581.0,False,False,2.25,3.25,11.0,21.75,6.0,0.75,True
2026-07-14,cr0+gw0,7600.0,16151182.78131573,2026-07-14 09:34:12,7600.75,from_below,2636,24.25,False,False,3,0,406,0,480,229.12,False,7573.5,False,False,-11.0,-22.75,-9.75,-10.0,22.75,2.25,False
2026-07-14,cr0+gw0,7600.0,16151182.78131573,2026-07-14 10:04:38,7599.25,from_below,1139,5.75,False,False,4,0,355,-14,468,113.06,False,7580.5,False,False,-0.5,-10.75,-8.5,-26.0,11.75,2.25,True
2026-07-14,cr0+gw0,7600.0,16151182.78131573,2026-07-14 10:08:01,7598.75,from_below,1754,3.25,False,False,0,0,38,-91,92,1.16,True,7580.5,False,False,-1.75,-5.5,-8.5,-23.75,11.75,2.75,True
2026-07-14,cr0+gw0,7600.0,16151182.78131573,2026-07-14 10:30:12,7598.0,from_below,303,10.25,False,False,2,1,424,-1,424,13.14,True,7580.5,False,False,-11.25,-11.5,-20.5,-20.75,20.25,0.75,True
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 08:30:01,7574.0,from_above,106,0.0,False,False,6,1,-284,-443,20,-95.17,False,7579.25,False,False,-8.5,9.25,10.75,3.25,11.5,9.75,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 08:37:25,7575.0,from_below,1225,0.5,True,False,3,1,281,0,378,14.32,False,7568.0,False,False,2.75,3.5,-1.0,13.5,0.75,13.25,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 08:42:45,7576.0,from_above,156,-1.5,False,False,1,0,-157,-163,100,-6.19,True,7570.0,False,True,2.0,8.5,-4.5,12.25,12.25,0.25,True
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 08:47:21,7578.0,from_above,254,2.0,False,False,3,1,-186,-318,0,-6.91,True,7581.25,False,False,0.5,-2.75,-16.75,2.75,8.5,4.5,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 08:52:39,7579.5,from_above,-400,-4.0,False,True,0,0,86,-92,86,1.98,False,7581.25,False,False,5.0,-5.5,-1.25,3.25,7.0,10.25,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 09:01:43,7574.5,from_above,1192,-4.5,False,True,8,0,-368,-368,47,-15.79,True,7580.5,False,False,0.0,-10.5,6.5,12.25,5.75,18.0,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 09:11:43,7572.0,from_below,-397,-6.5,False,False,2,1,169,-26,203,3.56,True,7580.5,False,False,-8.0,2.5,16.25,23.75,15.5,7.5,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 09:20:33,7572.5,from_below,2500,11.0,False,False,4,0,352,-23,418,10.04,False,7580.5,False,False,1.0,18.5,4.0,17.0,2.5,31.25,False
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 09:50:04,7576.5,from_above,-448,-10.25,False,False,3,1,-358,-423,0,-11.9,True,7581.25,True,False,10.25,16.5,13.0,7.5,24.25,1.0,True
2026-07-14,gex_2,7575.0,5152622.964467953,2026-07-14 11:00:28,7574.0,from_above,-956,-9.25,False,False,5,1,-642,-662,18,-18.33,True,7581.0,False,False,-0.25,-0.5,5.75,16.75,3.0,4.0,False
2026-07-15,hvl+ps0,7575.0,-2269769.418553735,2026-07-15 11:24:06,7575.0,from_above,702,-1.25,False,True,2,0,-580,-678,70,-30.54,True,7605.0,False,False,3.5,-1.75,10.5,19.5,6.5,2.5,False
2026-07-15,hvl+ps0,7575.0,-2269769.418553735,2026-07-15 11:32:51,7576.25,from_above,978,3.75,False,False,1,1,-296,-355,53,-5.2,True,7605.0,False,False,-2.25,4.75,13.75,25.25,17.0,4.5,False
2026-07-15,cr0+gw0,7625.0,13114565.111007351,2026-07-15 08:36:38,7624.75,from_below,-158,1.0,False,False,7,1,800,-49,800,41.44,False,7619.25,False,True,-9.5,-22.25,-2.25,-12.0,23.5,1.5,True
2026-07-15,cr0+gw0,7625.0,13114565.111007351,2026-07-15 09:16:58,7624.0,from_below,572,3.25,False,False,1,0,160,-43,285,6.36,False,7621.0,False,True,-4.25,-11.75,-20.5,-31.0,20.75,2.0,True
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 09:42:24,7601.25,from_above,-594,-6.25,False,False,1,0,-354,-386,0,-19.02,True,7618.25,False,False,3.25,0.0,4.25,3.25,7.0,4.0,False
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 09:45:47,7600.75,from_above,-336,-3.5,False,False,4,0,-208,-348,4,-8.95,True,7618.25,False,False,6.5,3.25,-2.75,0.0,7.5,3.5,True
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 09:52:18,7600.25,from_above,1024,1.0,False,False,1,0,-514,-522,0,-12.17,True,7618.25,False,False,3.5,5.75,-3.0,-3.75,6.5,3.0,True
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 10:01:03,7601.25,from_above,-338,2.75,False,False,1,0,-158,-201,24,-2.68,True,7618.25,False,False,2.75,-3.25,1.5,-9.0,10.25,4.75,False
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 10:14:07,7600.5,from_above,498,1.75,False,False,3,2,-174,-227,3,-3.1,False,7618.25,False,False,1.5,4.5,1.0,-17.5,4.75,8.5,False
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 10:17:26,7599.25,from_above,-1662,-12.75,False,False,0,1,180,-41,207,5.68,True,7618.25,False,False,-4.0,6.25,-0.25,-20.5,7.5,5.0,False
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 10:43:50,7601.5,from_above,-1122,-3.25,False,False,5,1,-213,-302,8,-3.22,False,7605.0,False,False,-3.0,-4.5,-18.5,-24.5,1.0,9.0,False
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 12:30:00,7600.5,from_below,1268,9.0,False,False,5,0,380,-2,465,35.3,True,7605.0,False,False,1.0,4.0,12.0,16.5,1.75,4.5,False
2026-07-15,hvl0,7600.0,6735781.568319879,2026-07-15 14:00:03,7601.0,from_above,-114,-2.25,False,True,1,0,152,-107,199,2.59,True,7603.0,True,False,4.5,5.75,6.0,14.75,8.0,0.25,True
2026-07-15,gex_4,7580.0,4476104.997133994,2026-07-15 11:14:31,7581.5,from_above,200,-2.75,False,True,3,0,-177,-263,0,-5.51,True,7605.0,False,False,-0.5,-1.5,-2.75,7.25,1.75,7.75,False
2026-07-15,gex_4,7580.0,4476104.997133994,2026-07-15 11:29:23,7580.0,from_below,516,0.25,True,False,3,0,176,-54,221,4.36,False,7605.0,False,False,-5.25,-3.0,7.0,16.75,8.25,1.5,True
2026-07-15,gex_4,7580.0,4476104.997133994,2026-07-15 11:44:25,7578.75,from_below,180,2.25,False,False,5,0,544,-6,671,12.11,True,7605.0,False,False,4.25,8.25,10.0,24.25,1.75,14.5,False
2026-07-15,gex_4,7580.0,4476104.997133994,2026-07-15 11:47:39,7581.0,from_above,1738,5.5,False,False,0,1,54,-115,61,1.08,True,7605.0,False,False,5.5,9.0,12.5,28.25,9.75,1.5,True
2026-07-15,gex_4,7580.0,4476104.997133994,2026-07-15 11:56:04,7581.75,from_above,184,-1.0,False,True,1,1,-31,-182,37,-0.4,True,7605.0,False,False,8.0,9.75,14.0,31.25,12.5,0.25,True
2026-07-16,ps+ps0,7550.0,-13720839.466523033,2026-07-16 14:47:41,7550.0,from_above,-1170,-7.0,False,False,6,0,-776,-776,1,-23.31,True,7601.75,False,False,15.75,23.0,17.0,17.0,29.5,1.75,True
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 08:48:27,7576.25,from_above,-1514,-5.75,False,False,1,0,-237,-319,11,-14.0,True,7582.5,False,False,10.5,17.75,26.0,36.25,21.0,0.0,True
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 13:07:13,7574.5,from_above,-942,-7.5,False,False,4,0,-448,-473,37,-14.48,False,7601.75,False,False,8.25,11.25,0.75,-5.25,12.0,1.25,True
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 13:14:53,7574.5,from_above,637,2.25,False,False,4,1,-397,-482,24,-16.59,True,7601.75,False,False,8.5,1.5,1.75,-9.25,12.0,0.5,True
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 13:29:45,7576.0,from_above,-210,-4.0,False,False,3,2,-106,-153,59,-2.43,True,7601.75,False,False,-0.75,0.25,-3.5,-17.5,1.75,8.0,False
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 13:42:31,7576.0,from_below,-1035,-3.75,False,False,3,0,450,-16,450,8.17,False,7601.75,False,False,2.0,-4.0,-10.25,-16.0,5.5,2.75,False
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 14:55:00,7574.25,from_below,485,6.75,False,False,4,1,310,0,339,34.58,True,7601.75,False,False,1.25,-4.25,-7.25,-7.25,4.75,5.25,False
2026-07-16,hvl+hvl0,7575.0,-2757470.412307416,2026-07-16 15:00:00,7575.5,from_above,-610,-0.25,True,False,2,0,-31,-43,296,-23.13,False,7601.75,True,False,-4.0,-8.5,-8.5,-8.5,2.5,8.5,False
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 08:30:00,7602.5,from_above,0,0.0,False,False,0,6,476,0,500,420.49,True,,False,False,-14.0,-20.25,-14.0,8.25,1.75,22.75,False
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 09:05:25,7598.5,from_below,662,3.75,False,False,2,0,370,-35,394,13.56,True,7586.0,False,False,6.5,6.0,13.5,8.5,1.5,10.25,False
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 09:21:45,7600.5,from_above,150,1.25,False,False,3,1,-405,-407,14,-11.81,False,7604.0,False,False,6.5,10.5,8.25,-0.25,13.0,0.5,True
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 10:06:59,7601.75,from_above,-166,-8.25,False,False,0,0,-214,-258,2,-6.42,True,7604.0,False,False,2.0,-1.5,7.75,-5.5,5.0,3.0,False
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 10:12:58,7601.5,from_above,-322,-0.75,False,False,1,1,-152,-235,52,-2.36,False,7604.0,True,False,2.25,7.75,6.75,-11.5,12.0,2.75,True
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 10:46:01,7600.75,from_above,-5,-7.5,False,True,2,0,119,-25,211,2.07,True,7602.75,True,False,8.75,2.0,-9.75,-13.0,9.5,1.5,True
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 11:00:09,7602.75,from_above,630,-0.5,False,False,0,1,-8,-81,48,-0.11,True,7603.5,True,False,-8.5,-13.0,-12.5,-9.75,1.0,15.25,False
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 11:08:02,7598.25,from_below,-502,-5.75,False,False,1,0,232,-25,282,3.09,True,7601.75,True,False,-8.0,-13.25,-6.25,-3.0,14.25,1.0,True
2026-07-16,cr0+gw0,7600.0,10379581.931805806,2026-07-16 11:55:18,7598.25,from_below,816,8.5,False,False,1,1,-50,-101,34,-0.96,False,7601.75,True,False,-5.25,-2.25,-8.0,-17.0,7.0,1.0,True
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 08:41:52,7581.25,from_above,-1011,-8.5,False,False,2,0,-407,-419,0,-42.7,True,7588.25,False,False,0.75,6.5,21.25,28.75,10.25,5.75,False
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 08:44:41,7582.25,from_above,-861,-1.75,True,False,0,0,-133,-155,20,-6.48,False,7588.25,False,False,-1.5,6.25,21.0,28.5,9.25,6.75,False
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 08:54:55,7581.25,from_above,-106,-2.0,False,False,0,0,-320,-351,25,-24.74,True,7582.5,False,False,7.25,22.0,21.25,22.0,23.5,1.0,True
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 12:41:11,7581.0,from_above,-130,-12.75,False,False,2,1,-326,-387,0,-6.08,True,7601.75,False,False,1.75,-0.25,0.5,-10.5,7.0,1.5,False
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 12:56:06,7580.75,from_above,168,-1.0,False,False,1,0,-132,-147,26,-1.58,True,7601.75,False,False,1.5,0.75,1.0,-7.75,3.25,7.5,False
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 13:09:49,7579.25,from_below,-840,-5.5,False,False,2,2,220,-18,242,4.48,False,7601.75,False,False,-2.5,3.75,-6.25,-13.25,5.5,7.25,False
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 13:25:15,7581.75,from_above,800,6.25,False,False,1,2,-163,-283,56,-2.68,True,7601.75,False,False,-5.75,-10.75,-11.0,-19.0,2.0,11.0,False
2026-07-16,gex_1,7580.0,6217957.248306943,2026-07-16 14:59:58,7579.25,from_below,-1658,0.5,False,True,1,0,326,0,356,426.7,True,7601.75,True,False,-7.75,-12.25,-12.25,-12.25,12.25,0.0,True
